"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Pseudomonas_aeruginosa_strain1","Pseudomonas_aeruginosa_strain2"
"group_2015","","hypothetical protein","2","2","1","1","1824","","","","185","185","185","HCGKCINC_00166","PIELJBDO_00165"
"group_2016","","hypothetical protein","2","2","1","1","4212","","","","557","557","557","HCGKCINC_03558","PIELJBDO_01572"
"anoR","","Transcriptional activator protein AnoR","2","2","1","1","5846","","","","713","713","713","HCGKCINC_01958","PIELJBDO_03238"
"yjgH","","RutC family protein YjgH","2","2","1","1","2779","","","","398","398","398","HCGKCINC_04305","PIELJBDO_00802"
"group_2019","","hypothetical protein","2","2","1","1","375","","","","482","482","482","HCGKCINC_05706","PIELJBDO_05932"
"group_202","","hypothetical protein","2","2","1","1","5190","","","","629","629","629","HCGKCINC_02609","PIELJBDO_02597"
"tal","","Transaldolase","2","2","1","1","4887","","","","923","923","923","HCGKCINC_02896","PIELJBDO_02264"
"dksA_2","","RNA polymerase-binding transcription factor DksA","2","2","1","1","358","","","","404","404","404","HCGKCINC_05723","PIELJBDO_05949"
"tusA_1","","Sulfur carrier protein TusA","2","2","1","1","3123","","","","251","251","251","HCGKCINC_01039","PIELJBDO_04169"
"group_2023","","hypothetical protein","2","2","1","1","913","","","","920","920","920","HCGKCINC_05166","PIELJBDO_05390"
"group_2024","","hypothetical protein","2","2","1","1","3685","","","","611","611","611","HCGKCINC_01596","PIELJBDO_03604"
"pntB","","NAD(P) transhydrogenase subunit beta","2","2","1","1","1860","","","","1436","1436","1436","HCGKCINC_00202","PIELJBDO_00199"
"group_2026","","hypothetical protein","2","2","1","1","6009","","","","488","488","488","HCGKCINC_01793","PIELJBDO_03404"
"atpA","","ATP synthase subunit alpha","2","2","1","1","338","","","","1544","1544","1544","HCGKCINC_05743","PIELJBDO_05969"
"elbB","","Glyoxalase ElbB","2","2","1","1","655","","","","668","668","668","HCGKCINC_05424","PIELJBDO_05650"
"group_2029","","hypothetical protein","2","2","1","1","1346","","","","305","305","305","HCGKCINC_04723","PIELJBDO_04944"
"group_203","","hypothetical protein","2","2","1","1","5181","","","","425","425","425","HCGKCINC_02618","PIELJBDO_02588"
"rplV","","50S ribosomal protein L22","2","2","1","1","2867","","","","332","332","332","HCGKCINC_04390","PIELJBDO_00722"
"group_2031","","hypothetical protein","2","2","1","1","4698","","","","980","980","980","HCGKCINC_03078","PIELJBDO_02073"
"fecI_6","","putative RNA polymerase sigma factor FecI","2","2","1","1","5341","","","","479","479","479","HCGKCINC_02460","PIELJBDO_02752"
"group_2033","","hypothetical protein","2","2","1","1","4714","","","","638","638","638","HCGKCINC_03062","PIELJBDO_02089"
"hmuU_2","","Hemin transport system permease protein HmuU","2","2","1","1","1207","","","","983","983","983","HCGKCINC_04870","PIELJBDO_05091"
"scoA","","putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A","2","2","1","1","5741","","","","698","698","698","HCGKCINC_02062","PIELJBDO_03137"
"rpsC","","30S ribosomal protein S3","2","2","1","1","2866","","","","686","686","686","HCGKCINC_04389","PIELJBDO_00723"
"group_2037","","Acetyltransferase","2","2","1","1","5073","","","","425","425","425","HCGKCINC_02711","PIELJBDO_02451"
"group_2038","","hypothetical protein","2","2","1","1","94","","","","92","92","92","HCGKCINC_04602","PIELJBDO_04716"
"group_2039","","hypothetical protein","2","2","1","1","3688","","","","185","185","185","HCGKCINC_01599","PIELJBDO_03601"
"group_204","","hypothetical protein","2","2","1","1","5167","","","","146","146","146","HCGKCINC_02632","PIELJBDO_02574"
"ilvA_2","","L-threonine dehydratase biosynthetic IlvA","2","2","1","1","3452","","","","1547","1547","1547","HCGKCINC_01366","PIELJBDO_03826"
"lptE","","LPS-assembly lipoprotein LptE","2","2","1","1","2586","","","","623","623","623","HCGKCINC_04118","PIELJBDO_00989"
"group_2042","","hypothetical protein","2","2","1","1","1342","","","","326","326","326","HCGKCINC_04727","PIELJBDO_04948"
"pigA","","Heme oxygenase PigA","2","2","1","1","2894","","","","596","596","596","HCGKCINC_00691","PIELJBDO_04528"
"group_2044","","hypothetical protein","2","2","1","1","1792","","","","341","341","341","HCGKCINC_00134","PIELJBDO_00132"
"glnQ_2","","Glutamine transport ATP-binding protein GlnQ","2","2","1","1","3465","","","","734","734","734","HCGKCINC_01379","PIELJBDO_03813"
"group_2046","","hypothetical protein","2","2","1","1","672","","","","131","131","131","HCGKCINC_05407","PIELJBDO_05633"
"group_2047","","hypothetical protein","2","2","1","1","1595","","","","716","716","716","HCGKCINC_00976","PIELJBDO_04232"
"group_2048","","hypothetical protein","2","2","1","1","4949","","","","287","287","287","HCGKCINC_02833","PIELJBDO_02327"
"yjaB_1","","Peptidyl-lysine N-acetyltransferase YjaB","2","2","1","1","1913","","","","446","446","446","HCGKCINC_00255","PIELJBDO_00246"
"group_205","","hypothetical protein","2","2","1","1","5164","","","","287","287","287","HCGKCINC_02635","PIELJBDO_02571"
"group_2050","","hypothetical protein","2","2","1","1","5671","","","","638","638","638","HCGKCINC_02130","PIELJBDO_03069"
"group_2051","","hypothetical protein","2","2","1","1","1076","","","","617","617","617","HCGKCINC_05002","PIELJBDO_05225"
"oprF","","Outer membrane porin F","2","2","1","1","5977","","","","1052","1052","1052","HCGKCINC_01825","PIELJBDO_03372"
"artJ","","ABC transporter arginine-binding protein 1","2","2","1","1","749","","","","752","752","752","HCGKCINC_05329","PIELJBDO_05555"
"rnfA","","Ion-translocating oxidoreductase complex subunit A","2","2","1","1","4158","","","","584","584","584","HCGKCINC_03612","PIELJBDO_01518"
"tolC_2","","Outer membrane protein TolC","2","2","1","1","3374","","","","1445","1445","1445","HCGKCINC_01287","PIELJBDO_03905"
"rsfS","","Ribosomal silencing factor RsfS","2","2","1","1","2602","","","","356","356","356","HCGKCINC_04134","PIELJBDO_00974"
"ssuD_1","","Alkanesulfonate monooxygenase","2","2","1","1","4203","","","","1148","1148","1148","HCGKCINC_03567","PIELJBDO_01563"
"actP","","Cation/acetate symporter ActP","2","2","1","1","4423","","","","1655","1655","1655","HCGKCINC_03346","PIELJBDO_01803"
"group_2059","","hypothetical protein","2","2","1","1","240","","","","212","212","212","HCGKCINC_04455","PIELJBDO_04570"
"ndbB","","Sulfide-quinone reductase","2","2","1","1","5158","","","","1091","1187","1139","HCGKCINC_02641","PIELJBDO_02565"
"exoA","","Exodeoxyribonuclease","2","2","1","1","564","","","","779","779","779","HCGKCINC_05512","PIELJBDO_05738"
"group_2061","","hypothetical protein","2","2","1","1","5303","","","","563","563","563","HCGKCINC_02498","PIELJBDO_02708"
"group_2062","","hypothetical protein","2","2","1","1","4017","","","","506","506","506","HCGKCINC_03771","PIELJBDO_01376"
"prmB","","50S ribosomal protein L3 glutamine methyltransferase","2","2","1","1","6078","","","","914","914","914","HCGKCINC_01724","PIELJBDO_03473"
"hpf","","Ribosome hibernation promoting factor","2","2","1","1","87","","","","308","308","308","HCGKCINC_04609","PIELJBDO_04723"
"group_2065","","N(G),N(G)-dimethylarginine dimethylaminohydrolase","2","2","1","1","3318","","","","764","764","764","HCGKCINC_01233","PIELJBDO_03961"
"group_2066","","hypothetical protein","2","2","1","1","488","","","","176","176","176","HCGKCINC_05593","PIELJBDO_05819"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system","2","2","1","1","2014","","","","2279","2279","2279","HCGKCINC_00346","PIELJBDO_00359"
"group_2068","","hypothetical protein","2","2","1","1","5223","","","","218","218","218","HCGKCINC_02577","PIELJBDO_02630"
"group_2069","","hypothetical protein","2","2","1","1","1130","","","","245","245","245","HCGKCINC_04948","PIELJBDO_05169"
"group_207","","hypothetical protein","2","2","1","1","5157","","","","209","209","209","HCGKCINC_02642","PIELJBDO_02564"
"group_2070","","hypothetical protein","2","2","1","1","3258","","","","413","413","413","HCGKCINC_01174","PIELJBDO_04035"
"paaF_5","","2,3-dehydroadipyl-CoA hydratase","2","2","1","1","223","","","","773","773","773","HCGKCINC_04472","PIELJBDO_04587"
"sigW","","ECF RNA polymerase sigma factor SigW","2","2","1","1","5978","","","","497","497","497","HCGKCINC_01824","PIELJBDO_03373"
"bpt","","Aspartate/glutamate leucyltransferase","2","2","1","1","5086","","","","707","707","707","HCGKCINC_02698","PIELJBDO_02464"
"pntA","","NAD(P) transhydrogenase subunit alpha","2","2","1","1","1859","","","","308","308","308","HCGKCINC_00201","PIELJBDO_00198"
"group_2075","","hypothetical protein","2","2","1","1","5432","","","","245","245","245","HCGKCINC_02370","PIELJBDO_02839"
"mneA","","Putative manganese exporter","2","2","1","1","1288","","","","578","578","578","HCGKCINC_04782","PIELJBDO_05003"
"group_2077","","hypothetical protein","2","2","1","1","1959","","","","2282","2282","2282","HCGKCINC_00291","PIELJBDO_00304"
"lepB_2","","Signal peptidase I","2","2","1","1","3048","","","","854","854","854","HCGKCINC_00794","PIELJBDO_04420"
"sfnF","","NADH-dependent FMN reductase SfnF","2","2","1","1","5372","","","","560","560","560","HCGKCINC_02431","PIELJBDO_02783"
"group_208","","hypothetical protein","2","2","1","1","5156","","","","1700","1763","1731","HCGKCINC_02643","PIELJBDO_02563"
"hisB","","Histidine biosynthesis bifunctional protein HisB","2","2","1","1","760","","","","593","593","593","HCGKCINC_05317","PIELJBDO_05542"
"plsY","","putative glycerol-3-phosphate acyltransferase","2","2","1","1","2264","","","","569","569","569","HCGKCINC_00596","PIELJBDO_00607"
"group_2082","","hypothetical protein","2","2","1","1","3542","","","","134","134","134","HCGKCINC_01455","PIELJBDO_03744"
"ccmM","","Carbon dioxide concentrating mechanism protein CcmM","2","2","1","1","354","","","","560","560","560","HCGKCINC_05727","PIELJBDO_05953"
"group_2084","","hypothetical protein","2","2","1","1","1262","","","","947","947","947","HCGKCINC_04808","PIELJBDO_05029"
"puuR_1","","HTH-type transcriptional regulator PuuR","2","2","1","1","51","","","","563","563","563","HCGKCINC_04645","PIELJBDO_04759"
"group_2086","","hypothetical protein","2","2","1","1","4151","","","","179","179","179","HCGKCINC_03619","PIELJBDO_01511"
"potA_2","","Spermidine/putrescine import ATP-binding protein PotA","2","2","1","1","1976","","","","1154","1154","1154","HCGKCINC_00308","PIELJBDO_00321"
"group_2088","","hypothetical protein","2","2","1","1","471","","","","245","245","245","HCGKCINC_05610","PIELJBDO_05836"
"group_2089","","hypothetical protein","2","2","1","1","1217","","","","452","452","452","HCGKCINC_04860","PIELJBDO_05081"
"group_209","","hypothetical protein","2","2","1","1","5130","","","","899","899","899","HCGKCINC_02653","PIELJBDO_02511"
"group_2090","","hypothetical protein","2","2","1","1","5771","","","","239","239","239","HCGKCINC_02032","PIELJBDO_03167"
"amiD_1","","N-acetylmuramoyl-L-alanine amidase AmiD","2","2","1","1","3007","","","","767","767","767","HCGKCINC_00834","PIELJBDO_04379"
"dsbB_2","","Disulfide bond formation protein B","2","2","1","1","643","","","","491","491","491","HCGKCINC_05436","PIELJBDO_05662"
"phoB","","Phosphate regulon transcriptional regulatory protein PhoB","2","2","1","1","536","","","","689","689","689","HCGKCINC_05540","PIELJBDO_05766"
"group_2094","","hypothetical protein","2","2","1","1","1565","","","","392","392","392","HCGKCINC_00945","PIELJBDO_04263"
"purE","","N5-carboxyaminoimidazole ribonucleotide mutase","2","2","1","1","469","","","","491","491","491","HCGKCINC_05612","PIELJBDO_05838"
"group_2096","mgtA_2","GDP-mannose-dependent alpha-mannosyltransferase","2","2","1","1","1491","","","","1220","1220","1220","HCGKCINC_00869","PIELJBDO_04339"
"group_2097","","hypothetical protein","2","2","1","1","4377","","","","299","299","299","HCGKCINC_03394","PIELJBDO_01739"
"guaB","","Inosine-5'-monophosphate dehydrogenase","2","2","1","1","3877","","","","1469","1469","1469","HCGKCINC_03894","PIELJBDO_01220"
"dsdX","","D-serine transporter DsdX","2","2","1","1","3171","","","","1358","1358","1358","HCGKCINC_01087","PIELJBDO_04121"
"group_210","","Acetyltransferase","2","2","1","1","5128","","","","560","560","560","HCGKCINC_02655","PIELJBDO_02509"
"group_2100","","hypothetical protein","2","2","1","1","4175","","","","596","596","596","HCGKCINC_03595","PIELJBDO_01535"
"group_2101","","hypothetical protein","2","2","1","1","1374","","","","245","245","245","HCGKCINC_04695","PIELJBDO_04916"
"arsC_2","","Arsenate reductase","2","2","1","1","5450","","","","470","470","470","HCGKCINC_02352","PIELJBDO_02855"
"ybaB","","Nucleoid-associated protein YbaB","2","2","1","1","3664","","","","326","326","326","HCGKCINC_01575","PIELJBDO_03625"
"greB","","Transcription elongation factor GreB","2","2","1","1","4817","","","","506","506","506","HCGKCINC_02961","PIELJBDO_02190"
"group_2105","","hypothetical protein","2","2","1","1","3614","","","","806","806","806","HCGKCINC_01526","PIELJBDO_03674"
"dsbE","","Thiol:disulfide interchange protein DsbE","2","2","1","1","3610","","","","542","542","542","HCGKCINC_01522","PIELJBDO_03678"
"yceJ","","Cytochrome b561 ","2","2","1","1","2101","","","","569","569","569","HCGKCINC_00433","PIELJBDO_00447"
"group_2108","","hypothetical protein","2","2","1","1","4936","","","","197","197","197","HCGKCINC_02846","PIELJBDO_02314"
"group_2109","","hypothetical protein","2","2","1","1","2042","","","","548","548","548","HCGKCINC_00374","PIELJBDO_00388"
"rcsC_8","","Sensor histidine kinase RcsC","2","2","1","1","5123","","","","2885","2885","2885","HCGKCINC_02661","PIELJBDO_02503"
"group_2110","","hypothetical protein","2","2","1","1","1286","","","","989","989","989","HCGKCINC_04784","PIELJBDO_05005"
"btuD_4","","Vitamin B12 import ATP-binding protein BtuD","2","2","1","1","520","","","","1178","1178","1178","HCGKCINC_05561","PIELJBDO_05787"
"group_2112","","hypothetical protein","2","2","1","1","5921","","","","314","314","314","HCGKCINC_01885","PIELJBDO_03311"
"aes","","Acetyl esterase","2","2","1","1","512","","","","995","995","995","HCGKCINC_05569","PIELJBDO_05795"
"metK","","S-adenosylmethionine synthase","2","2","1","1","2226","","","","1190","1190","1190","HCGKCINC_00559","PIELJBDO_00569"
"group_2115","","hypothetical protein","2","2","1","1","4433","","","","317","317","317","HCGKCINC_03336","PIELJBDO_01813"
"ruvB","","Holliday junction ATP-dependent DNA helicase RuvB","2","2","1","1","1620","","","","1058","1058","1058","HCGKCINC_01001","PIELJBDO_04207"
"group_2117","","hypothetical protein","2","2","1","1","1499","","","","419","419","419","HCGKCINC_00877","PIELJBDO_04331"
"dmlR_2","","HTH-type transcriptional regulator DmlR","2","2","1","1","1787","","","","908","908","908","HCGKCINC_00129","PIELJBDO_00127"
"rlmE","","Ribosomal RNA large subunit methyltransferase E","2","2","1","1","1162","","","","623","623","623","HCGKCINC_04917","PIELJBDO_05138"
"group_212","","hypothetical protein","2","2","1","1","5035","","","","209","317","263","HCGKCINC_02749","PIELJBDO_02413"
"hmrR","","HTH-type transcriptional regulator HmrR","2","2","1","1","1135","","","","398","398","398","HCGKCINC_04943","PIELJBDO_05164"
"group_2121","","hypothetical protein","2","2","1","1","5154","","","","146","146","146","HCGKCINC_02645","PIELJBDO_02561"
"recF","","DNA replication and repair protein RecF","2","2","1","1","1656","","","","1109","1109","1109","HCGKCINC_00003","PIELJBDO_00003"
"group_2123","","Purine nucleoside phosphoramidase","2","2","1","1","2342","","","","338","338","338","HCGKCINC_00670","PIELJBDO_00678"
"cyoC","","Cytochrome bo(3) ubiquinol oxidase subunit 3","2","2","1","1","3445","","","","629","629","629","HCGKCINC_01359","PIELJBDO_03833"
"lsrK","","Autoinducer-2 kinase","2","2","1","1","4646","","","","1559","1559","1559","HCGKCINC_03130","PIELJBDO_02021"
"tufA_1","","Elongation factor Tu","2","2","1","1","2874","","","","1193","1193","1193","HCGKCINC_04397","PIELJBDO_00715"
"cc4_2","","Cytochrome c4","2","2","1","1","404","","","","605","605","605","HCGKCINC_05677","PIELJBDO_05903"
"cdhR_3","","HTH-type transcriptional regulator CdhR","2","2","1","1","1543","","","","989","989","989","HCGKCINC_00921","PIELJBDO_04287"
"rpoC","","DNA-directed RNA polymerase subunit beta'","2","2","1","1","2878","","","","4199","4199","4199","HCGKCINC_04401","PIELJBDO_00711"
"group_213","","hypothetical protein","2","2","1","1","5030","","","","425","425","425","HCGKCINC_02754","PIELJBDO_02408"
"ycfH","","putative metal-dependent hydrolase YcfH","2","2","1","1","4712","","","","776","776","776","HCGKCINC_03064","PIELJBDO_02087"
"atpH_2","","ATP synthase subunit c","2","2","1","1","335","","","","257","257","257","HCGKCINC_05746","PIELJBDO_05972"
"sdhC","","Succinate dehydrogenase cytochrome b556 subunit","2","2","1","1","6176","","","","386","386","386","HCGKCINC_01626","PIELJBDO_03575"
