"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Klebsiella_pneumoniae_strain1","Klebsiella_pneumoniae_strain2"
"artJ_1","","ABC transporter arginine-binding protein 1","2","2","1","93","367","","","","731","731","731","JODDOAAB_01059","MDIKJABB_03283"
"malP_6","","PTS system maltose-specific EIICB component","2","2","1","90","31","","","","1622","1622","1622","JODDOAAB_04381","MDIKJABB_03475"
"gloC","","Hydroxyacylglutathione hydrolase GloC","2","2","1","93","304","","","","647","647","647","JODDOAAB_03229","MDIKJABB_03221"
"yebT","","Intermembrane transport protein YebT","2","2","1","95","1622","","","","2633","2633","2633","JODDOAAB_01759","MDIKJABB_02732"
"bioB","","Biotin synthase","2","2","1","93","463","","","","1040","1040","1040","JODDOAAB_01155","MDIKJABB_04312"
"group_3894","","hypothetical protein","2","2","1","95","2166","","","","185","185","185","JODDOAAB_04600","MDIKJABB_04661"
"carA_1","","Carbamoyl-phosphate synthase small chain","2","2","1","94","1115","","","","1148","1148","1148","JODDOAAB_00850","MDIKJABB_00496"
"rplB","","50S ribosomal protein L2","2","2","1","84","11","","","","821","821","821","JODDOAAB_05035","MDIKJABB_04933"
"nadD","","Nicotinate-nucleotide adenylyltransferase","2","2","1","93","577","","","","650","650","650","JODDOAAB_01281","MDIKJABB_00786"
"focA","","putative formate transporter 1","2","2","1","93","327","","","","857","857","857","JODDOAAB_03252","MDIKJABB_03244"
"nrdA","","Ribonucleoside-diphosphate reductase 1 subunit alpha","2","2","1","95","1984","","","","2285","2285","2285","JODDOAAB_01418","MDIKJABB_01015"
"cycB_1","","Cyclodextrin-binding protein","2","2","1","93","846","","","","1232","1232","1232","JODDOAAB_00166","MDIKJABB_00143"
"ppsR","","Phosphoenolpyruvate synthase regulatory protein","2","2","1","95","512","","","","833","833","833","JODDOAAB_02965","MDIKJABB_02288"
"yijD","","Inner membrane protein YijD","2","2","1","89","54","","","","359","359","359","JODDOAAB_04449","MDIKJABB_03587"
"pduE_2","","Propanediol dehydratase small subunit","2","2","1","94","647","","","","425","425","425","JODDOAAB_04774","MDIKJABB_01705"
"phoC","","Major phosphate-irrepressible acid phosphatase","2","2","1","95","177","","","","746","746","746","JODDOAAB_03818","MDIKJABB_04203"
"arsA_2","","Arsenical pump-driving ATPase","2","2","1","95","68","","","","473","473","473","JODDOAAB_05202","MDIKJABB_02662"
"yncA","","L-methionine sulfoximine/L-methionine sulfone acetyltransferase","2","2","1","95","67","","","","536","536","536","JODDOAAB_05203","MDIKJABB_02661"
"group_3907","hdfR_1","HTH-type transcriptional regulator HdfR","2","2","1","95","526","","","","911","911","911","JODDOAAB_02951","MDIKJABB_02302"
"group_3908","","hypothetical protein","2","2","1","95","1183","","","","926","926","926","JODDOAAB_03449","MDIKJABB_02999"
"tolQ","","Tol-Pal system protein TolQ","2","2","1","93","511","","","","692","692","692","JODDOAAB_01210","MDIKJABB_00714"
"group_3910","","hypothetical protein","2","2","1","95","1084","","","","98","98","98","JODDOAAB_03922","MDIKJABB_03095"
"dedA","","Protein DedA","2","2","1","95","2048","","","","659","659","659","JODDOAAB_01482","MDIKJABB_01079"
"group_3912","","hypothetical protein","2","2","1","95","1783","","","","971","971","971","JODDOAAB_01862","MDIKJABB_04173"
"mngA","","PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component","2","2","1","95","946","","","","455","455","455","JODDOAAB_02293","MDIKJABB_03309"
"group_3914","","hypothetical protein","2","2","1","88","55","","","","464","464","464","JODDOAAB_04653","MDIKJABB_03626"
"greA","","Transcription elongation factor GreA","2","2","1","94","751","","","","476","476","476","JODDOAAB_04190","MDIKJABB_01598"
"clpP_1","","ATP-dependent Clp protease proteolytic subunit","2","2","1","93","875","","","","623","623","623","JODDOAAB_00195","MDIKJABB_00171"
"group_3917","","IS3 family transposase ISEcl1","2","2","1","95","99","","","","881","881","881","JODDOAAB_05356","MDIKJABB_02693"
"epmA","","Elongation factor P--(R)-beta-lysine ligase","2","2","1","91","201","","","","977","977","977","JODDOAAB_02430","MDIKJABB_03207"
"pflA","","Pyruvate formate-lyase 1-activating enzyme","2","2","1","93","329","","","","740","740","740","JODDOAAB_03254","MDIKJABB_03246"
"nuoK","","NADH-quinone oxidoreductase subunit K","2","2","1","95","2011","","","","302","302","302","JODDOAAB_01445","MDIKJABB_01042"
"pqiB","","Intermembrane transport protein PqiB","2","2","1","93","282","","","","1637","1637","1637","JODDOAAB_03207","MDIKJABB_03979"
"frr","","Ribosome-recycling factor","2","2","1","94","970","","","","557","557","557","JODDOAAB_00995","MDIKJABB_00641"
"group_3923","","hypothetical protein","2","2","1","90","21","","","","446","446","446","JODDOAAB_04371","MDIKJABB_03485"
"pqiC","","Intermembrane transport lipoprotein PqiC","2","2","1","93","281","","","","563","563","563","JODDOAAB_03206","MDIKJABB_03980"
"sdaB","","L-serine dehydratase 2","2","2","1","94","240","","","","1367","1367","1367","JODDOAAB_02776","MDIKJABB_02048"
"hexR_1","","HTH-type transcriptional regulator HexR","2","2","1","94","859","","","","863","863","863","JODDOAAB_00763","MDIKJABB_00398"
"group_3927","","hypothetical protein","2","2","1","95","1548","","","","539","539","539","JODDOAAB_01685","MDIKJABB_05509"
"epsM","","Type II secretion system protein M","2","2","1","94","1004","","","","485","485","485","JODDOAAB_00961","MDIKJABB_00607"
"group_3929","","hypothetical protein","2","2","1","95","1790","","","","380","380","380","JODDOAAB_01869","MDIKJABB_04180"
"crnA","","Creatinine amidohydrolase","2","2","1","95","653","","","","881","881","881","JODDOAAB_02842","MDIKJABB_02876"
"yciE_2","","Protein YciE","2","2","1","95","2164","","","","506","506","506","JODDOAAB_04598","MDIKJABB_04659"
"sotB_1","","Sugar efflux transporter","2","2","1","95","1107","","","","1199","1199","1199","JODDOAAB_03941","MDIKJABB_03074"
"mscS","","Small-conductance mechanosensitive channel","2","2","1","81","5","","","","857","857","857","JODDOAAB_04944","MDIKJABB_04769"
"gppA","","Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase","2","2","1","88","24","","","","1508","1508","1508","JODDOAAB_04688","MDIKJABB_03662"
"lldD_1","","L-lactate dehydrogenase","2","2","1","92","231","","","","1184","1184","1184","JODDOAAB_00595","MDIKJABB_02155"
"group_3936","","hypothetical protein","2","2","1","93","210","","","","788","788","788","JODDOAAB_03154","MDIKJABB_04727"
"eptB","","Kdo(2)-lipid A phosphoethanolamine 7''-transferase","2","2","1","92","278","","","","1673","1673","1673","JODDOAAB_00549","MDIKJABB_01126"
"group_3938","","hypothetical protein","2","2","1","95","1054","","","","1292","1292","1292","JODDOAAB_03892","MDIKJABB_03397"
"fruB_2","","Multiphosphoryl transfer protein","2","2","1","95","1041","","","","443","443","443","JODDOAAB_03879","MDIKJABB_03384"
"fdnH","","Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit","2","2","1","95","827","","","","884","884","884","JODDOAAB_02171","MDIKJABB_03843"
"ileS","","Isoleucine--tRNA ligase","2","2","1","94","934","","","","2852","2852","2852","JODDOAAB_00841","MDIKJABB_00476"
"nagA","","N-acetylglucosamine-6-phosphate deacetylase","2","2","1","93","557","","","","1148","1148","1148","JODDOAAB_01255","MDIKJABB_00759"
"sutR_2","","HTH-type transcriptional regulator SutR","2","2","1","89","31","","","","548","548","548","JODDOAAB_04501","MDIKJABB_03536"
"yqhD","","Alcohol dehydrogenase YqhD","2","2","1","94","536","","","","1163","1163","1163","JODDOAAB_04043","MDIKJABB_02518"
"licC_5","","Lichenan permease IIC component","2","2","1","94","133","","","","1337","1337","1337","JODDOAAB_02665","MDIKJABB_01950"
"rsmH","","Ribosomal RNA small subunit methyltransferase H","2","2","1","94","1069","","","","941","941","941","JODDOAAB_00896","MDIKJABB_00542"
"era_1","","GTPase Era","2","2","1","95","1255","","","","905","905","905","JODDOAAB_01664","MDIKJABB_04084"
"yjcH","","Inner membrane protein YjcH","2","2","1","91","317","","","","311","311","311","JODDOAAB_02504","MDIKJABB_02387"
"dmlR_9","","HTH-type transcriptional regulator DmlR","2","2","1","94","517","","","","911","911","911","JODDOAAB_04062","MDIKJABB_02499"
"group_3950","","hypothetical protein","2","2","1","94","379","","","","179","179","179","JODDOAAB_03568","MDIKJABB_01862"
"aidB","","Putative acyl-CoA dehydrogenase AidB","2","2","1","91","178","","","","1637","1637","1637","JODDOAAB_02404","MDIKJABB_03181"
"group_3952","","hypothetical protein","2","2","1","95","1412","","","","998","998","998","JODDOAAB_01531","MDIKJABB_01471"
"gluQ","","Glutamyl-Q tRNA(Asp) synthetase","2","2","1","94","1011","","","","881","881","881","JODDOAAB_00954","MDIKJABB_00600"
"group_3954","pdxA2_2","D-erythronate 4-phosphate dehydrogenase","2","2","1","93","101","","","","1007","1007","1007","JODDOAAB_03060","MDIKJABB_03954"
"udk","","Uridine kinase","2","2","1","95","1849","","","","641","641","641","JODDOAAB_01926","MDIKJABB_05005"
"epsE_1","","Type II secretion system protein E","2","2","1","94","1046","","","","1385","1385","1385","JODDOAAB_00919","MDIKJABB_00565"
"group_3957","","hypothetical protein","2","2","1","94","631","","","","200","200","200","JODDOAAB_03609","MDIKJABB_01720"
"ybjN","","putative protein YbjN","2","2","1","93","376","","","","479","479","479","JODDOAAB_01068","MDIKJABB_03292"
"dmlR_3","","HTH-type transcriptional regulator DmlR","2","2","1","95","1897","","","","899","899","899","JODDOAAB_01958","MDIKJABB_00930"
"glyS","","Glycine--tRNA ligase beta subunit","2","2","1","92","259","","","","2069","2069","2069","JODDOAAB_00569","MDIKJABB_02183"
"gpmI","","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","2","2","1","92","224","","","","1544","1544","1544","JODDOAAB_00602","MDIKJABB_02148"
"fldA","","Flavodoxin","2","2","1","93","547","","","","530","530","530","JODDOAAB_01246","MDIKJABB_00750"
"yceO","","putative protein YceO","2","2","1","93","152","","","","113","113","113","JODDOAAB_03111","MDIKJABB_03903"
"adk","","Adenylate kinase","2","2","1","93","817","","","","644","644","644","JODDOAAB_00137","MDIKJABB_00114"
"pmbA","","Metalloprotease PmbA","2","2","1","91","128","","","","1340","1340","1340","JODDOAAB_02355","MDIKJABB_03130"
"group_3966","","hypothetical protein","2","2","1","94","443","","","","290","290","290","JODDOAAB_03650","MDIKJABB_04513"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV","2","2","1","94","368","","","","1202","1202","1202","JODDOAAB_03557","MDIKJABB_01851"
"cscB","","Sucrose permease","2","2","1","94","120","","","","1241","1241","1241","JODDOAAB_02652","MDIKJABB_01938"
"ycaO","","Ribosomal protein S12 methylthiotransferase accessory factor YcaO","2","2","1","93","326","","","","1760","1760","1760","JODDOAAB_03251","MDIKJABB_03243"
"uxaA","","Altronate dehydratase","2","2","1","94","680","","","","1487","1487","1487","JODDOAAB_04807","MDIKJABB_01672"
"ygfA","","5-formyltetrahydrofolate cyclo-ligase","2","2","1","81","27","","","","596","596","596","JODDOAAB_04950","MDIKJABB_04763"
"erpA","","Iron-sulfur cluster insertion protein ErpA","2","2","1","94","984","","","","344","344","344","JODDOAAB_00981","MDIKJABB_00627"
"csgD","","CsgBAC operon transcriptional regulatory protein","2","2","1","94","491","","","","653","653","653","JODDOAAB_04093","MDIKJABB_02477"
"group_3974","","hypothetical protein","2","2","1","95","1550","","","","482","482","482","JODDOAAB_01687","MDIKJABB_05511"
"yhhW","","Quercetin 2,3-dioxygenase","2","2","1","92","82","","","","695","695","695","JODDOAAB_00450","MDIKJABB_01225"
"hslU","","ATP-dependent protease ATPase subunit HslU","2","2","1","89","81","","","","1334","1334","1334","JODDOAAB_04476","MDIKJABB_03561"
"group_3977","","hypothetical protein","2","2","1","93","644","","","","197","197","197","JODDOAAB_01338","MDIKJABB_00852"
"tas","","Protein tas","2","2","1","94","140","","","","1040","1040","1040","JODDOAAB_02672","MDIKJABB_01957"
"puuA","","Gamma-glutamylputrescine synthetase PuuA","2","2","1","93","215","","","","1421","1421","1421","JODDOAAB_03159","MDIKJABB_04732"
"otnC","","3-oxo-tetronate 4-phosphate decarboxylase","2","2","1","95","1134","","","","620","620","620","JODDOAAB_03969","MDIKJABB_03048"
"mmuM","","Homocysteine S-methyltransferase","2","2","1","93","966","","","","932","932","932","JODDOAAB_00286","MDIKJABB_00262"
"aas","","Bifunctional protein Aas","2","2","1","94","138","","","","2159","2159","2159","JODDOAAB_02670","MDIKJABB_01955"
"betI_2","","HTH-type transcriptional regulator BetI","2","2","1","92","142","","","","647","647","647","JODDOAAB_00684","MDIKJABB_02063"
"mltF_1","","Membrane-bound lytic murein transglycosylase F","2","2","1","95","1263","","","","1616","1616","1616","JODDOAAB_01656","MDIKJABB_04092"
"ansB","","L-asparaginase","2","2","1","95","2152","","","","1043","1043","1043","JODDOAAB_04586","MDIKJABB_04647"
"group_3986","","hypothetical protein","2","2","1","95","117","","","","317","317","317","JODDOAAB_05157","MDIKJABB_02718"
"group_3987","","hypothetical protein","2","2","1","85","78","","","","485","485","485","JODDOAAB_05175","MDIKJABB_05214"
"group_3988","","hypothetical protein","2","2","1","95","162","","","","344","344","344","JODDOAAB_03825","MDIKJABB_04217"
"fdhE","","Protein FdhE","2","2","1","89","22","","","","929","929","929","JODDOAAB_04510","MDIKJABB_03527"
"malK_2","","Maltose/maltodextrin import ATP-binding protein MalK","2","2","1","91","263","","","","1109","1109","1109","JODDOAAB_02556","MDIKJABB_02440"
"nimR_5","","HTH-type transcriptional regulator NimR","2","2","1","95","2102","","","","791","791","791","JODDOAAB_04536","MDIKJABB_04636"
"acpH","","Acyl carrier protein phosphodiesterase","2","2","1","93","919","","","","581","581","581","JODDOAAB_00239","MDIKJABB_00215"
"glvR","","HTH-type transcriptional regulator GlvR","2","2","1","81","12","","","","728","728","728","JODDOAAB_04965","MDIKJABB_04748"
"hupA","","DNA-binding protein HU-alpha","2","2","1","83","26","","","","272","272","272","JODDOAAB_04901","MDIKJABB_04607"
"paaJ","","3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase","2","2","1","95","2313","","","","1205","1205","1205","JODDOAAB_03314","MDIKJABB_04484"
"group_3996","","hypothetical protein","2","2","1","94","725","","","","320","320","320","JODDOAAB_04218","MDIKJABB_01626"
"manZ_2","","PTS system mannose-specific EIID component","2","2","1","94","866","","","","851","851","851","JODDOAAB_00770","MDIKJABB_00405"
"mdtH_2","","Multidrug resistance protein MdtH","2","2","1","93","146","","","","1208","1208","1208","JODDOAAB_03105","MDIKJABB_03909"
"glpF_1","","Glycerol uptake facilitator protein","2","2","1","94","645","","","","803","803","803","JODDOAAB_04772","MDIKJABB_01707"
"group_4000","","hypothetical protein","2","2","1","92","132","","","","290","290","290","JODDOAAB_00693","MDIKJABB_05305"
"yadV_2","","putative fimbrial chaperone YadV","2","2","1","94","102","","","","701","701","701","JODDOAAB_02634","MDIKJABB_01921"
"group_4002","","hypothetical protein","2","2","1","94","550","","","","575","575","575","JODDOAAB_04029","MDIKJABB_02532"
"mtnC","","Enolase-phosphatase E1","2","2","1","93","605","","","","689","689","689","JODDOAAB_01309","MDIKJABB_00814"
"moaE","","Molybdopterin synthase catalytic subunit","2","2","1","93","448","","","","452","452","452","JODDOAAB_01140","MDIKJABB_04297"
"ychF","","Ribosome-binding ATPase YchF","2","2","1","95","431","","","","1091","1091","1091","JODDOAAB_03047","MDIKJABB_02205"
"rplL","","50S ribosomal protein L7/L12","2","2","1","83","7","","","","365","365","365","JODDOAAB_04883","MDIKJABB_04625"
"pykF","","Pyruvate kinase I","2","2","1","95","543","","","","1412","1412","1412","JODDOAAB_02934","MDIKJABB_02317"
"artI","","Putative ABC transporter arginine-binding protein 2","2","2","1","93","364","","","","752","752","752","JODDOAAB_01056","MDIKJABB_03280"
"ilvN","","Acetolactate synthase isozyme 1 small subunit","2","2","1","90","17","","","","287","287","287","JODDOAAB_04367","MDIKJABB_03489"
"bglG","","Cryptic beta-glucoside bgl operon antiterminator","2","2","1","95","1920","","","","833","833","833","JODDOAAB_01981","MDIKJABB_00952"
"potB","","Spermidine/putrescine transport system permease protein PotB","2","2","1","95","2181","","","","857","857","857","JODDOAAB_04619","MDIKJABB_05434"
"kbl","","2-amino-3-ketobutyrate coenzyme A ligase","2","2","1","92","219","","","","1193","1193","1193","JODDOAAB_00607","MDIKJABB_02143"
"cycA_1","","D-serine/D-alanine/glycine transporter","2","2","1","91","158","","","","1403","1403","1403","JODDOAAB_02384","MDIKJABB_03161"
"rplW","","50S ribosomal protein L23","2","2","1","84","10","","","","302","302","302","JODDOAAB_05036","MDIKJABB_04934"
"soxR","","Redox-sensitive transcriptional activator SoxR","2","2","1","91","303","","","","458","458","458","JODDOAAB_02517","MDIKJABB_02400"
